Chassis_location,Chassis_hostname,Chassis_serial_num,OA1_name,OA1_ip,OA2_name,OA2_ip,Chassis_bay,Bay_empty,Bay_hostname,Bay_ip,ILO_type,ILO_fw,Blade_hostname,Blade_serial_num,Blade_status,Power_state,Blade_type
IEAT01-00-0012/07*016, ieatc7000-344, CZ36114MEB, IEATC7000-344oa1, 10.232.63.4, IEATC7000-344oa2, 10.232.63.5, 11, N, ieatc7000-344b11ilo.athtem.eei.ericsson.se, 10.232.63.20, iLO4, 2.77, ieatosk6395, CZ36219RSX, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-344, CZ36114MEB, IEATC7000-344oa1, 10.232.63.4, IEATC7000-344oa2, 10.232.63.5, 12, N, ieatc7000-344b12ilo.athtem.eei.ericsson.se, 10.232.63.21, iLO4, 2.77, ieatosk4588, CZ3449JVC0, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-344, CZ36114MEB, IEATC7000-344oa1, 10.232.63.4, IEATC7000-344oa2, 10.232.63.5, 13, N, ieatc7000-344b13ilo.athtem.eei.ericsson.se, 10.232.63.22, iLO4, 2.77, ieatosk4592, CZ3449JVBV, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-344, CZ36114MEB, IEATC7000-344oa1, 10.232.63.4, IEATC7000-344oa2, 10.232.63.5, 14, N, ieatc7000-344b14ilo.athtem.eei.ericsson.se, 10.232.63.23, iLO4, 2.77, ieatosk6585, CZ36114MKC, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-344, CZ36114MEB, IEATC7000-344oa1, 10.232.63.4, IEATC7000-344oa2, 10.232.63.5, 15, N, ieatc7000-344b15ilo.athtem.eei.ericsson.se, 10.232.63.24, iLO4, 2.77, ieatosk6584, CZ36114MK4, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-344, CZ36114MEB, IEATC7000-344oa1, 10.232.63.4, IEATC7000-344oa2, 10.232.63.5, 16, N, ieatc7000-344b16ilo.athtem.eei.ericsson.se, 10.232.63.25, iLO4, 2.77, ieatosk4825, CZ36124V3W, Degraded, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 1, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 2, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 3, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 4, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 5, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 6, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 7, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 8, N, atc7000-106b8ilo.athtem.eei.ericsson.se, 10.45.211.20, iLO4, 2.80, atrcxb2411, CZ3219J1HN, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 9, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 10, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 11, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 12, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 13, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 14, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 15, Y
IEAT01-00-0012/02*023, atc7000-106, CZ3233TAE8, atc7000-106oa1, 10.45.211.5, atc7000-106oa2, 10.45.211.6, 16, Y
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 1, N, atc7000-339b1ilo.athtem.eei.ericsson.se, 10.82.17.2, iLO4, 2.80, IEATRCXB6500, CZ3624BHJY, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 2, N, atc7000-339b2ilo.athtem.eei.ericsson.se, 10.82.17.3, iLO4, 2.80, MININT-E1UFIO4, CZ33088AT8, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 3, N, atc7000-339b3ilo.athtem.eei.ericsson.se, 10.82.17.4, iLO4, 2.80, ieatrcxb6502, CZ3624BHK3, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 4, Y
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 5, Y
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 6, N, ILOCZ283904WD.athtem.eei.ericsson.se, 0.0.0.0, iLO5, 2.18, Unknown, CZ283904WD, OK, ON, ProLiant BL460c Gen10
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 7, N, ieatc7000-339b7ilo.athtem.eei.ericsson.se, 10.82.17.8, iLO5, 2.90, ieatrcxb7540, CZ283904WJ, OK, ON, ProLiant BL460c Gen10
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 8, N, ieatc7000-339b8ilo.athtem.eei.ericsson.se, 10.82.17.9, iLO5, 2.81, Unknown, CZ283904WH, OK, ON, ProLiant BL460c Gen10
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 9, N, atc7000-339b9ilo.athtem.eei.ericsson.se, 10.82.17.10, iLO4, 2.80, Unknown, CZ3624BJ2W, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 10, N, atc7000-339b10ilo.athtem.eei.ericsson.se, 10.82.17.11, iLO4, 2.80, ieatrcxb6507, , OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 11, N, atc7000-339b11ilo.athtem.eei.ericsson.se, 10.82.17.12, iLO4, 2.80, Unknown, CZ3624BJ35, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 12, N, atc7000-339b12ilo.athtem.eei.ericsson.se, 10.82.17.13, iLO4, 2.80, ieatrcxb6509, CZ3624BJ2L, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 13, N, atc7000-339b13ilo.athtem.eei.ericsson.se, 10.82.17.14, iLO4, 2.80, Unknown, CZ3624BJ31, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 14, N, atc7000-339b14ilo.athtem.eei.ericsson.se, 10.82.17.15, iLO4, 2.80, Unknown, CZ3624BJ39, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 15, N, atc7000-339b15ilo.athtem.eei.ericsson.se, 10.82.17.16, iLO4, 2.80, IEATRCXB6512, CZ3624BJ2F, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*022, ieatc7000-339, CZ3624BHJX, atc7000-118oa1, 10.82.16.160, atc7000-118oa2, 10.82.16.161, 16, N, atc7000-339b16ilo.athtem.eei.ericsson.se, 10.82.17.17, iLO4, 2.80, Unknown, CZ3624BJ3D, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 1, N, atc7000-111b1ilo.athtem.eei.ericsson.se, 10.151.55.32, iLO4, 2.55, ieatesx2620.athtem.eei.ericsson.se, CZ3239WXJY, Degraded, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 2, N, atc7000-111b2ilo.athtem.eei.ericsson.se, 10.151.55.33, iLO4, 2.55, ieatesx3502.athtem.eei.ericsson.se, CZ34060KK2, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 3, N, atc7000-111b3ilo.athtem.eei.ericsson.se, 10.151.55.34, iLO4, 2.55, ieatesx3501.athtem.eei.ericsson.se, CZ34060KK0, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 4, N, atc7000-111b4ilo.athtem.eei.ericsson.se, 10.151.55.35, iLO4, 2.55, ieatesx3313.athtem.eei.ericsson.se, CZJ3370199, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 5, N, atc7000-111b5ilo.athtem.eei.ericsson.se, 10.151.55.36, iLO4, 2.55, ieatesx3614.athtem.eei.ericsson.se, CZ34091PLF, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 6, N, atc7000-111b6ilo.athtem.eei.ericsson.se, 10.151.55.37, iLO4, 2.55, ieatesx2912.athtem.eei.ericsson.se, CZJ30700SD, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 7, N, atc7000-111b7ilo.athtem.eei.ericsson.se, 10.151.55.38, iLO4, 2.55, ieatesx2913.athtem.eei.ericsson.se, CZJ30700S5, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 8, N, atc7000-111b8ilo.athtem.eei.ericsson.se, 10.151.55.39, iLO4, 2.55, ieatesx3861.athtem.eei.ericsson.se, CZ34288T77, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 9, N, atc7000-111b9ilo.athtem.eei.ericsson.se, 10.151.55.40, iLO4, 2.55, ieatesx2914.athtem.eei.ericsson.se, CZJ30700SB, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 10, N, atc7000-111b10ilo.athtem.eei.ericsson.se, 10.151.55.41, iLO4, 2.55, ieatesx3319.athtem.eei.ericsson.se, CZJ337019N, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 11, N, atc7000-111b11ilo.athtem.eei.ericsson.se, 10.151.55.42, iLO4, 2.55, ieatesx3320.athtem.eei.ericsson.se, CZJ337019D, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 12, N, atc7000-111b12ilo.athtem.eei.ericsson.se, 10.151.55.43, iLO4, 2.55, ieatesx3321.athtem.eei.ericsson.se, CZJ337019G, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 13, N, atc7000-111b13ilo.athtem.eei.ericsson.se, 10.151.55.44, iLO4, 2.55, ieatesx3322.athtem.eei.ericsson.se, CZJ337019K, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 14, N, atc7000-111b14ilo.athtem.eei.ericsson.se, 10.151.55.45, iLO4, 2.55, ieatesx3341.athtem.eei.ericsson.se, CZ3335MCH1, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 15, N, atc7000-111b15ilo.athtem.eei.ericsson.se, 10.151.55.46, iLO4, 2.55, ieatesx4257.athtem.eei.ericsson.se, CZJ45108CS, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/06*022, atc7000-111, CZ3239WT4A, atc7000-111oa1, 10.151.55.26, atc7000-111oa2, 10.151.55.27, 16, N, atc7000-111b16ilo.athtem.eei.ericsson.se, 10.151.55.47, iLO4, 2.55, ieatesx4258.athtem.eei.ericsson.se, CZJ45108CT, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 1, N, ieatc7000-346b1ilo.athtem.eei.ericsson.se, 10.232.63.32, iLO4, 2.77, ieatosk6578, CZ36114ML1, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 2, N, ieatc7000-346b2ilo.athtem.eei.ericsson.se, 10.232.63.33, iLO4, 2.77, ieatosk6579, CZ36114MEV, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 3, N, ieatc7000-346b3ilo.athtem.eei.ericsson.se, 10.232.63.34, iLO4, 2.77, ieatosk6580, CZ36114MFX, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 4, N, ieatc7000-346b4ilo.athtem.eei.ericsson.se, 10.232.63.35, iLO4, 2.77, ieatosk6581, CZ36114MH7, Degraded, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 5, N, ieatc7000-346b5ilo.athtem.eei.ericsson.se, 10.232.63.36, iLO4, 2.77, ieatosk6582, CZ36114MJ3, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 6, N, ieatc7000-346b6ilo.athtem.eei.ericsson.se, 10.232.63.37, iLO4, 2.77, ieatosk6583, CZ36114MJC, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 7, N, ieatc7000-346b7ilo.athtem.eei.ericsson.se, 10.232.63.38, iLO4, 2.77, ieatosk6617, CZ36114MKW, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 8, N, ieatc7000-346b8ilo.athtem.eei.ericsson.se, 10.232.63.39, iLO4, 2.77, ieatosk6123, CZ361355H0, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 9, N, ieatc7000-346b9ilo.athtem.eei.ericsson.se, 10.232.63.40, iLO4, 2.77, ieatosk6586, CZ36114MF9, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 10, N, ieatc7000-346b10ilo.athtem.eei.ericsson.se, 10.232.63.41, iLO4, 2.77, ieatosk6587, CZ36114MFK, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 11, N, ieatc7000-346b11ilo.athtem.eei.ericsson.se, 10.232.63.42, iLO4, 2.77, ieatosk6588, CZ36114MHH, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 12, N, ieatc7000-346b12ilo.athtem.eei.ericsson.se, 10.232.63.43, iLO4, 2.77, ieatosk6589, CZ36114MHV, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 13, N, ieatc7000-346b13ilo.athtem.eei.ericsson.se, 10.232.63.44, iLO4, 2.77, ieatosk6590, CZ36114MJK, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 14, N, ieatc7000-346b14ilo.athtem.eei.ericsson.se, 10.232.63.45, iLO4, 2.77, ieatosk6591, CZ36114MJT, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 15, N, ieatc7000-346b15ilo.athtem.eei.ericsson.se, 10.232.63.46, iLO4, 2.77, ieatosk6592, CZ36114MKM, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/07*016, ieatc7000-346, CZ36114ME8, IEATC7000-346oa1, 10.232.63.26, IEATC7000-346oa2, 10.232.63.27, 16, N, ieatc7000-346b16ilo.athtem.eei.ericsson.se, 10.232.63.47, iLO4, 2.77, ieatosk6593, CZ36114MEK, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 1, N, atc7000-131b1ilo.athtem.eei.ericsson.se, 10.82.17.55, iLO4, 2.80, ieatrcxb6772, CZ37029FJ6, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 2, N, atc7000-131b2ilo.athtem.eei.ericsson.se, 10.82.17.56, iLO4, 2.80, ieatrcxb6773, CZ37029FJ1, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 3, N, atc7000-131b3ilo.athtem.eei.ericsson.se, 10.82.17.57, iLO4, 2.80, ieatrcxb4782, CZ3520XY2K, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 4, N, atc7000-131b4ilo.athtem.eei.ericsson.se, 10.82.17.58, iLO4, 2.81, ieatrcxb2922, CZ36114MFA, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 5, N, atc7000-131b5ilo.athtem.eei.ericsson.se, 10.82.17.59, iLO4, 2.81, ieatrcxb2968, CZ36505EYH, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 6, N, atc7000-32b2ilo.athtem.eei.ericsson.se, 10.82.17.60, iLO4, 2.82, ieatrcxb5489, CZ3542KBPD, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 7, N, atc7000-131b7ilo.athtem.eei.ericsson.se, 10.82.17.61, iLO4, 2.81, ieatrcxb2541, CZ36177V7N, Degraded, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 8, N, atc7000-131b8ilo.athtem.eei.ericsson.se, 10.82.17.62, iLO4, 2.81, ieatrcxb2544, CZ36114MJL, Degraded, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 9, N, atc7000-131b9ilo.athtem.eei.ericsson.se, 10.82.17.63, iLO4, 2.80, IEATRCXB6776, CZ3703B935, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 10, N, ieatc7000-131b10ilo.athtem.eei.ericsson.se, 10.82.17.64, iLO4, 2.82, Unknown, CZ3703B92T, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 11, N, atc7000-131b11ilo.athtem.eei.ericsson.se, 10.82.17.65, iLO4, 2.80, Unknown, CZ3703B93F, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/02*030, ieatc7000-131, CZ3520Y355, atc7000-131oa1, 10.82.17.49, atc7000-131oa2, 10.82.17.50, 12, N, atc7000-131b12ilo.athtem.eei.ericsson.se, 10.82.17.66, iLO4, 2.80, Unknown, CZ3705DCBN, OK, ON, ProLiant BL460c Gen9
